arm,mbar,dt,seed,epoch,tag_pop,n_tagged,removed,gamma
knee,32,5,121,71,85,16,16,9.0
knee,32,5,121,72,83,16,16,9.0
knee,32,5,121,73,85,16,16,9.0
knee,32,5,121,74,87,16,16,9.0
knee,32,5,121,75,83,16,16,9.0
knee,32,5,121,76,83,16,16,9.0
knee,32,5,121,77,85,16,16,9.0
knee,32,5,121,78,85,16,16,9.0
knee,32,5,121,79,79,16,16,9.0
knee,32,5,121,80,85,16,16,9.0
knee,32,5,121,81,89,16,16,9.0
knee,32,5,121,82,89,18,18,9.0
knee,32,5,121,83,89,16,16,9.0
knee,32,5,121,84,81,16,16,9.0
knee,32,5,121,85,87,16,16,9.0
knee,32,5,121,86,89,18,18,9.0
knee,32,5,121,87,85,18,18,9.0
knee,32,5,121,88,89,16,16,9.0
knee,32,5,121,89,81,16,16,9.0
knee,32,5,121,90,81,16,16,9.0
knee,32,5,121,91,83,16,16,9.0
knee,32,5,121,92,81,16,16,9.0
knee,32,5,121,93,81,16,16,9.0
knee,32,5,121,94,79,14,14,9.0
knee,32,5,121,95,83,16,16,9.0
knee,32,5,121,96,85,16,16,9.0
knee,32,5,121,97,89,18,18,9.0
knee,32,5,121,98,91,18,18,9.0
knee,32,5,121,99,93,18,18,9.0
knee,32,5,121,100,89,18,18,9.0
knee,32,5,122,55,15,4,4,7.0
knee,32,5,122,56,23,4,4,7.0
knee,32,5,122,57,27,6,6,7.0
knee,32,5,122,58,35,6,6,7.0
knee,32,5,122,59,43,8,8,7.0
knee,32,5,122,60,49,10,10,7.0
knee,32,5,122,61,49,10,10,7.0
knee,32,5,122,62,55,10,10,7.0
knee,32,5,122,63,55,12,12,7.0
knee,32,5,122,64,61,12,12,7.0
knee,32,5,122,65,65,12,12,7.0
knee,32,5,122,66,65,12,12,7.0
knee,32,5,122,67,65,14,14,7.0
knee,32,5,122,68,69,14,14,7.0
knee,32,5,122,69,69,14,14,7.0
knee,32,5,122,70,67,14,14,7.0
knee,32,5,122,71,65,12,12,7.0
knee,32,5,122,72,67,14,14,7.0
knee,32,5,122,73,69,14,14,7.0
knee,32,5,122,74,65,14,14,7.0
knee,32,5,122,75,65,12,12,7.0
knee,32,5,122,76,65,12,12,7.0
knee,32,5,122,77,67,12,12,7.0
knee,32,5,122,78,67,14,14,7.0
knee,32,5,122,79,63,12,12,7.0
knee,32,5,122,80,65,12,12,7.0
knee,32,5,122,81,69,14,14,7.0
knee,32,5,122,82,71,14,14,7.0
knee,32,5,122,83,67,14,14,7.0
knee,32,5,122,84,65,12,12,7.0
knee,32,5,122,85,65,14,14,7.0
knee,32,5,122,86,67,12,12,7.0
knee,32,5,122,87,67,14,14,7.0
knee,32,5,122,88,69,14,14,7.0
knee,32,5,122,89,71,14,14,7.0
knee,32,5,122,90,67,14,14,7.0
knee,32,5,122,91,69,14,14,7.0
knee,32,5,122,92,67,14,14,7.0
knee,32,5,122,93,67,14,14,7.0
knee,32,5,122,94,65,12,12,7.0
knee,32,5,122,95,65,14,14,7.0
knee,32,5,122,96,63,12,12,7.0
knee,32,5,122,97,65,12,12,7.0
knee,32,5,122,98,69,12,12,7.0
knee,32,5,122,99,69,14,14,7.0
knee,32,5,122,100,73,14,14,7.0
knee,32,5,123,55,23,4,4,10.0
knee,32,5,123,56,35,8,8,10.0
knee,32,5,123,57,49,10,10,11.0
knee,32,5,123,58,61,12,12,11.0
knee,32,5,123,59,69,14,14,11.0
knee,32,5,123,60,75,16,16,11.0
knee,32,5,123,61,83,16,16,11.0
knee,32,5,123,62,87,18,18,11.0
knee,32,5,123,63,89,18,18,11.0
knee,32,5,123,64,95,18,18,11.0
knee,32,5,123,65,99,20,20,11.0
knee,32,5,123,66,99,20,20,11.0
knee,32,5,123,67,105,20,20,11.0
knee,32,5,123,68,107,22,22,11.0
knee,32,5,123,69,105,22,22,11.0
knee,32,5,123,70,105,22,22,11.0
knee,32,5,123,71,105,22,22,11.0
knee,32,5,123,72,107,22,22,11.0
knee,32,5,123,73,109,22,22,11.0
knee,32,5,123,74,109,22,22,11.0
knee,32,5,123,75,111,22,22,11.0
knee,32,5,123,76,113,22,22,11.0
knee,32,5,123,77,111,22,22,10.0
knee,32,5,123,78,109,22,22,10.0
knee,32,5,123,79,107,22,22,10.0
knee,32,5,123,80,107,20,20,10.0
knee,32,5,123,81,107,22,22,10.0
knee,32,5,123,82,105,22,22,10.0
knee,32,5,123,83,105,20,20,10.0
knee,32,5,123,84,107,20,20,10.0
knee,32,5,123,85,105,20,20,10.0
knee,32,5,123,86,105,20,20,10.0
knee,32,5,123,87,105,20,20,10.0
knee,32,5,123,88,107,20,20,10.0
knee,32,5,123,89,107,20,20,10.0
knee,32,5,123,90,105,22,22,10.0
knee,32,5,123,91,107,20,20,10.0
knee,32,5,123,92,107,20,20,10.0
knee,32,5,123,93,105,22,22,10.0
knee,32,5,123,94,107,20,20,10.0
knee,32,5,123,95,111,22,22,10.0
knee,32,5,123,96,109,22,22,10.0
knee,32,5,123,97,113,22,22,10.0
knee,32,5,123,98,119,22,22,11.0
knee,32,5,123,99,119,24,24,12.0
knee,32,5,123,100,119,24,24,12.0
knee,32,5,124,55,13,2,2,9.0
knee,32,5,124,56,25,6,6,9.0
knee,32,5,124,57,35,8,8,9.0
knee,32,5,124,58,47,8,8,9.0
knee,32,5,124,59,57,10,10,9.0
knee,32,5,124,60,63,12,12,9.0
knee,32,5,124,61,67,14,14,9.0
knee,32,5,124,62,71,14,14,9.0
knee,32,5,124,63,75,14,14,9.0
knee,32,5,124,64,81,16,16,9.0
knee,32,5,124,65,83,16,16,9.0
knee,32,5,124,66,89,16,16,9.0
knee,32,5,124,67,93,18,18,9.0
knee,32,5,124,68,89,18,18,9.0
knee,32,5,124,69,87,18,18,9.0
knee,32,5,124,70,87,18,18,9.0
knee,32,5,124,71,87,18,18,9.0
knee,32,5,124,72,87,18,18,9.0
knee,32,5,124,73,85,18,18,9.0
knee,32,5,124,74,87,18,18,9.0
knee,32,5,124,75,85,16,16,9.0
knee,32,5,124,76,83,16,16,9.0
knee,32,5,124,77,87,16,16,9.0
knee,32,5,124,78,89,18,18,9.0
knee,32,5,124,79,89,18,18,9.0
knee,32,5,124,80,89,18,18,9.0
knee,32,5,124,81,91,18,18,9.0
knee,32,5,124,82,95,18,18,9.0
knee,32,5,124,83,95,18,18,9.0
knee,32,5,124,84,93,18,18,9.0
knee,32,5,124,85,91,18,18,9.0
knee,32,5,124,86,91,18,18,9.0
knee,32,5,124,87,93,18,18,9.0
knee,32,5,124,88,91,18,18,9.0
knee,32,5,124,89,95,18,18,9.0
knee,32,5,124,90,95,18,18,9.0
knee,32,5,124,91,95,18,18,9.0
knee,32,5,124,92,91,18,18,9.0
knee,32,5,124,93,89,18,18,9.0
knee,32,5,124,94,85,16,16,9.0
knee,32,5,124,95,87,16,16,9.0
knee,32,5,124,96,87,18,18,9.0
knee,32,5,124,97,85,16,16,9.0
knee,32,5,124,98,89,16,16,9.0
knee,32,5,124,99,89,18,18,9.0
knee,32,5,124,100,87,18,18,9.0
knee,32,5,125,55,7,2,2,3.0
knee,32,5,125,56,11,2,2,3.0
knee,32,5,125,57,13,2,2,3.0
knee,32,5,125,58,15,2,2,3.0
knee,32,5,125,59,15,2,2,3.0
knee,32,5,125,60,17,4,4,3.0
knee,32,5,125,61,19,4,4,3.0
knee,32,5,125,62,17,4,4,3.0
knee,32,5,125,63,19,4,4,3.0
knee,32,5,125,64,19,4,4,3.0
knee,32,5,125,65,21,4,4,3.0
knee,32,5,125,66,23,4,4,3.0
knee,32,5,125,67,25,4,4,3.0
knee,32,5,125,68,25,6,6,3.0
knee,32,5,125,69,25,6,6,3.0
knee,32,5,125,70,25,6,6,3.0
knee,32,5,125,71,25,6,6,3.0
knee,32,5,125,72,25,4,4,3.0
knee,32,5,125,73,25,6,6,3.0
knee,32,5,125,74,25,6,6,3.0
knee,32,5,125,75,25,4,4,3.0
knee,32,5,125,76,25,6,6,3.0
knee,32,5,125,77,25,4,4,3.0
knee,32,5,125,78,25,6,6,3.0
knee,32,5,125,79,25,6,6,3.0
knee,32,5,125,80,25,4,4,3.0
knee,32,5,125,81,25,6,6,3.0
knee,32,5,125,82,25,6,6,3.0
knee,32,5,125,83,29,4,4,3.0
knee,32,5,125,84,29,6,6,3.0
knee,32,5,125,85,31,6,6,3.0
knee,32,5,125,86,31,6,6,3.0
knee,32,5,125,87,31,6,6,3.0
knee,32,5,125,88,31,6,6,3.0
knee,32,5,125,89,31,6,6,3.0
knee,32,5,125,90,31,6,6,3.0
knee,32,5,125,91,31,6,6,3.0
knee,32,5,125,92,31,6,6,3.0
knee,32,5,125,93,31,6,6,3.0
knee,32,5,125,94,31,6,6,3.0
knee,32,5,125,95,29,6,6,3.0
knee,32,5,125,96,29,6,6,3.0
knee,32,5,125,97,29,6,6,3.0
knee,32,5,125,98,31,6,6,3.0
knee,32,5,125,99,31,6,6,3.0
knee,32,5,125,100,31,6,6,3.0
knee,32,5,126,55,9,2,2,3.0
knee,32,5,126,56,13,2,2,3.0
knee,32,5,126,57,15,4,4,3.0
knee,32,5,126,58,17,4,4,3.0
knee,32,5,126,59,21,4,4,3.0
knee,32,5,126,60,23,4,4,3.0
knee,32,5,126,61,23,4,4,3.0
knee,32,5,126,62,25,4,4,3.0
knee,32,5,126,63,23,4,4,3.0
knee,32,5,126,64,23,4,4,3.0
knee,32,5,126,65,27,4,4,3.0
knee,32,5,126,66,25,6,6,3.0
knee,32,5,126,67,27,6,6,3.0
knee,32,5,126,68,25,6,6,3.0
knee,32,5,126,69,27,6,6,3.0
knee,32,5,126,70,27,6,6,3.0
knee,32,5,126,71,29,6,6,3.0
knee,32,5,126,72,31,6,6,3.0
knee,32,5,126,73,31,6,6,3.0
knee,32,5,126,74,31,6,6,3.0
knee,32,5,126,75,33,6,6,3.0
knee,32,5,126,76,33,6,6,3.0
knee,32,5,126,77,33,6,6,3.0
knee,32,5,126,78,33,6,6,3.0
knee,32,5,126,79,33,6,6,3.0
knee,32,5,126,80,35,6,6,3.0
knee,32,5,126,81,35,6,6,3.0
knee,32,5,126,82,39,6,6,3.0
knee,32,5,126,83,35,6,6,3.0
knee,32,5,126,84,35,6,6,3.0
knee,32,5,126,85,37,6,6,3.0
knee,32,5,126,86,35,6,6,3.0
knee,32,5,126,87,37,6,6,3.0
knee,32,5,126,88,37,8,8,3.0
knee,32,5,126,89,39,8,8,3.0
knee,32,5,126,90,39,8,8,3.0
knee,32,5,126,91,39,8,8,3.0
knee,32,5,126,92,43,8,8,3.0
knee,32,5,126,93,43,8,8,3.0
knee,32,5,126,94,43,8,8,3.0
knee,32,5,126,95,43,8,8,3.0
knee,32,5,126,96,41,8,8,3.0
knee,32,5,126,97,41,8,8,3.0
knee,32,5,126,98,39,8,8,3.0
knee,32,5,126,99,41,8,8,3.0
knee,32,5,126,100,41,8,8,3.0
knee,32,5,127,55,13,2,2,13.0
knee,32,5,127,56,33,6,6,13.0
knee,32,5,127,57,49,10,10,13.0
knee,32,5,127,58,65,12,12,13.0
knee,32,5,127,59,77,16,16,13.0
knee,32,5,127,60,87,18,18,13.0
knee,32,5,127,61,101,18,18,13.0
knee,32,5,127,62,113,22,22,13.0
knee,32,5,127,63,117,24,24,13.0
knee,32,5,127,64,129,24,24,13.0
knee,32,5,127,65,131,26,26,13.0
knee,32,5,127,66,143,26,26,13.0
knee,32,5,127,67,149,28,28,13.0
knee,32,5,127,68,149,30,30,13.0
knee,32,5,127,69,149,30,30,13.0
knee,32,5,127,70,149,30,30,13.0
knee,32,5,127,71,147,30,30,13.0
knee,32,5,127,72,145,28,28,13.0
knee,32,5,127,73,139,26,26,13.0
knee,32,5,127,75,147,28,28,13.0
knee,32,5,127,76,143,28,28,13.0
knee,32,5,127,77,135,28,28,13.0
knee,32,5,127,78,127,26,26,13.0
knee,32,5,127,79,119,24,24,13.0
knee,32,5,127,80,125,24,24,13.0
knee,32,5,127,81,125,24,24,13.0
knee,32,5,127,82,125,24,24,13.0
knee,32,5,127,83,119,24,24,13.0
knee,32,5,127,84,115,22,22,13.0
knee,32,5,127,85,121,22,22,13.0
knee,32,5,127,86,117,24,24,13.0
knee,32,5,127,87,109,22,22,13.0
knee,32,5,127,88,105,20,20,13.0
knee,32,5,127,89,99,20,20,13.0
knee,32,5,127,90,99,20,20,13.0
knee,32,5,127,91,97,20,20,13.0
knee,32,5,127,92,97,20,20,13.0
knee,32,5,127,93,99,20,20,13.0
knee,32,5,127,94,89,18,18,13.0
knee,32,5,127,95,101,18,18,13.0
knee,32,5,127,96,105,22,22,13.0
knee,32,5,127,97,107,22,22,13.0
knee,32,5,127,98,107,22,22,13.0
knee,32,5,127,99,105,20,20,13.0
knee,32,5,127,100,99,18,18,13.0
knee,32,5,128,55,7,2,2,23.0
knee,32,5,128,56,19,4,4,22.0
knee,32,5,128,57,47,10,10,21.0
knee,32,5,128,58,65,12,12,24.0
knee,32,5,128,59,77,16,16,22.0
knee,32,5,128,60,107,20,20,24.0
knee,32,5,128,61,133,24,24,25.0
knee,32,5,128,62,135,28,28,25.0
knee,32,5,128,63,145,28,28,25.0
knee,32,5,128,64,151,30,30,25.0
knee,32,5,128,65,161,32,32,25.0
knee,32,5,128,66,163,32,32,25.0
knee,32,5,128,67,167,34,34,25.0
knee,32,5,128,70,209,40,40,25.0
knee,32,5,128,71,217,40,40,25.0
knee,32,5,128,72,203,38,38,25.0
knee,32,5,128,75,237,46,46,28.0
knee,32,5,128,76,239,48,48,28.0
knee,32,5,128,80,343,66,66,32.0
knee,32,5,128,81,343,68,68,30.0
knee,32,5,128,85,361,70,70,22.0
knee,32,5,128,86,341,68,68,22.0
knee,32,5,128,90,363,70,70,23.0
knee,32,5,128,91,333,64,64,23.0
knee,32,5,128,95,331,64,64,24.0
knee,32,5,128,96,309,62,62,24.0
knee,32,5,129,55,7,2,2,6.0
knee,32,5,129,56,15,4,4,6.0
knee,32,5,129,57,17,4,4,6.0
knee,32,5,129,58,25,4,4,6.0
knee,32,5,129,59,29,6,6,6.0
knee,32,5,129,60,29,6,6,6.0
knee,32,5,129,61,35,6,6,6.0
knee,32,5,129,62,35,8,8,6.0
knee,32,5,129,63,39,8,8,6.0
knee,32,5,129,64,45,8,8,6.0
knee,32,5,129,65,47,10,10,6.0
knee,32,5,129,66,49,10,10,6.0
knee,32,5,129,67,55,10,10,6.0
knee,32,5,129,68,55,12,12,6.0
knee,32,5,129,69,55,10,10,6.0
knee,32,5,129,70,53,10,10,6.0
knee,32,5,129,71,57,10,10,6.0
knee,32,5,129,72,59,12,12,6.0
knee,32,5,129,73,57,12,12,6.0
knee,32,5,129,74,57,10,10,6.0
knee,32,5,129,75,59,12,12,6.0
knee,32,5,129,76,59,12,12,6.0
knee,32,5,129,77,59,12,12,6.0
knee,32,5,129,78,55,12,12,6.0
knee,32,5,129,79,55,12,12,6.0
knee,32,5,129,80,61,10,10,6.0
knee,32,5,129,81,59,12,12,6.0
knee,32,5,129,82,55,12,12,6.0
knee,32,5,129,83,57,10,10,6.0
knee,32,5,129,84,57,12,12,6.0
knee,32,5,129,85,55,12,12,6.0
knee,32,5,129,86,57,10,10,6.0
knee,32,5,129,87,59,12,12,6.0
knee,32,5,129,88,59,12,12,6.0
knee,32,5,129,89,61,12,12,6.0
knee,32,5,129,90,61,12,12,6.0
knee,32,5,129,91,63,12,12,6.0
knee,32,5,129,92,63,12,12,6.0
knee,32,5,129,93,65,12,12,6.0
knee,32,5,129,94,65,12,12,6.0
knee,32,5,129,95,65,12,12,6.0
knee,32,5,129,96,67,12,12,6.0
knee,32,5,129,97,65,12,12,6.0
knee,32,5,129,98,65,12,12,6.0
knee,32,5,129,99,67,12,12,6.0
knee,32,5,129,100,69,12,12,6.0
knee,32,5,130,55,7,2,2,5.0
knee,32,5,130,56,11,2,2,5.0
knee,32,5,130,57,13,2,2,5.0
knee,32,5,130,58,15,4,4,5.0
knee,32,5,130,59,15,4,4,5.0
knee,32,5,130,60,23,4,4,5.0
knee,32,5,130,61,27,6,6,5.0
knee,32,5,130,62,29,6,6,5.0
knee,32,5,130,63,31,6,6,5.0
knee,32,5,130,64,31,6,6,5.0
knee,32,5,130,65,33,6,6,5.0
knee,32,5,130,66,35,6,6,5.0
knee,32,5,130,67,37,8,8,5.0
knee,32,5,130,68,41,8,8,5.0
knee,32,5,130,69,37,8,8,5.0
knee,32,5,130,70,37,8,8,5.0
knee,32,5,130,71,37,8,8,5.0
knee,32,5,130,72,37,8,8,5.0
knee,32,5,130,73,35,8,8,5.0
knee,32,5,130,74,37,8,8,5.0
knee,32,5,130,75,35,8,8,5.0
knee,32,5,130,76,37,8,8,5.0
knee,32,5,130,77,35,8,8,5.0
knee,32,5,130,78,39,8,8,5.0
knee,32,5,130,79,41,8,8,5.0
knee,32,5,130,80,47,8,8,5.0
knee,32,5,130,81,51,10,10,5.0
knee,32,5,130,82,47,10,10,5.0
knee,32,5,130,83,47,10,10,5.0
knee,32,5,130,84,45,10,10,5.0
knee,32,5,130,85,45,8,8,5.0
knee,32,5,130,86,45,10,10,5.0
knee,32,5,130,87,45,8,8,5.0
knee,32,5,130,88,45,8,8,5.0
knee,32,5,130,89,43,8,8,5.0
knee,32,5,130,90,43,8,8,5.0
knee,32,5,130,91,47,8,8,5.0
knee,32,5,130,92,45,10,10,5.0
knee,32,5,130,93,45,10,10,5.0
knee,32,5,130,94,45,10,10,5.0
knee,32,5,130,95,45,10,10,5.0
knee,32,5,130,96,45,8,8,5.0
knee,32,5,130,97,45,8,8,5.0
knee,32,5,130,98,45,8,8,5.0
knee,32,5,130,99,45,10,10,5.0
knee,32,5,130,100,45,8,8,5.0
knee,32,7,121,55,7,2,2,9.0
knee,32,7,121,56,19,4,4,9.0
knee,32,7,121,57,35,6,6,9.0
knee,32,7,121,58,45,8,8,9.0
knee,32,7,121,59,59,10,10,9.0
knee,32,7,121,60,65,12,12,9.0
knee,32,7,121,61,71,12,12,9.0
knee,32,7,121,62,75,14,14,9.0
knee,32,7,121,63,77,14,14,9.0
knee,32,7,121,64,75,14,14,9.0
knee,32,7,121,65,75,14,14,9.0
knee,32,7,121,66,75,16,16,9.0
knee,32,7,121,67,81,16,16,9.0
knee,32,7,121,68,81,16,16,9.0
knee,32,7,121,69,89,16,16,9.0
knee,32,7,121,70,91,18,18,9.0
knee,32,7,121,71,89,18,18,9.0
knee,32,7,121,72,85,16,16,9.0
knee,32,7,121,73,91,16,16,9.0
knee,32,7,121,74,93,18,18,9.0
knee,32,7,121,75,93,18,18,9.0
knee,32,7,121,76,93,18,18,9.0
knee,32,7,121,77,99,18,18,9.0
knee,32,7,121,78,95,20,20,9.0
knee,32,7,121,79,93,18,18,9.0
knee,32,7,121,80,91,18,18,9.0
knee,32,7,121,81,85,18,18,9.0
knee,32,7,121,82,89,16,16,9.0
knee,32,7,121,83,87,18,18,9.0
knee,32,7,121,84,89,18,18,9.0
knee,32,7,121,85,87,18,18,9.0
knee,32,7,121,86,87,16,16,9.0
knee,32,7,121,87,83,16,16,9.0
knee,32,7,121,88,79,16,16,9.0
knee,32,7,121,89,79,16,16,9.0
knee,32,7,121,90,79,16,16,9.0
knee,32,7,121,91,79,16,16,9.0
knee,32,7,121,92,77,16,16,9.0
knee,32,7,121,93,77,16,16,9.0
knee,32,7,121,94,73,14,14,9.0
knee,32,7,121,95,73,14,14,9.0
knee,32,7,121,96,79,14,14,9.0
knee,32,7,121,97,79,16,16,9.0
knee,32,7,121,98,77,14,14,9.0
knee,32,7,121,99,79,16,16,9.0
knee,32,7,121,100,79,16,16,9.0
knee,32,7,122,55,15,4,4,7.0
knee,32,7,122,56,23,4,4,7.0
knee,32,7,122,57,33,6,6,7.0
knee,32,7,122,58,39,8,8,7.0
knee,32,7,122,59,47,8,8,7.0
knee,32,7,122,60,49,10,10,7.0
knee,32,7,122,61,53,10,10,7.0
knee,32,7,122,62,53,10,10,7.0
knee,32,7,122,63,57,10,10,7.0
knee,32,7,122,64,59,12,12,7.0
knee,32,7,122,65,63,12,12,7.0
knee,32,7,122,66,65,12,12,7.0
knee,32,7,122,67,65,12,12,7.0
knee,32,7,122,68,65,12,12,7.0
knee,32,7,122,69,65,14,14,7.0
knee,32,7,122,70,65,12,12,7.0
knee,32,7,122,71,65,14,14,7.0
knee,32,7,122,72,65,12,12,7.0
knee,32,7,122,73,67,14,14,7.0
knee,32,7,122,74,67,12,12,7.0
knee,32,7,122,75,69,14,14,7.0
knee,32,7,122,76,69,14,14,7.0
knee,32,7,122,77,71,14,14,7.0
knee,32,7,122,78,71,14,14,7.0
knee,32,7,122,79,71,14,14,7.0
knee,32,7,122,80,71,14,14,7.0
knee,32,7,122,81,75,14,14,7.0
knee,32,7,122,82,79,14,14,7.0
knee,32,7,122,83,77,16,16,7.0
knee,32,7,122,84,79,16,16,7.0
knee,32,7,122,85,75,16,16,7.0
knee,32,7,122,86,73,14,14,7.0
knee,32,7,122,87,71,14,14,7.0
knee,32,7,122,88,71,14,14,7.0
knee,32,7,122,89,69,14,14,7.0
knee,32,7,122,90,71,14,14,7.0
knee,32,7,122,91,71,14,14,7.0
knee,32,7,122,92,69,14,14,7.0
knee,32,7,122,93,69,14,14,7.0
knee,32,7,122,94,67,14,14,7.0
knee,32,7,122,95,65,14,14,7.0
knee,32,7,122,96,65,12,12,7.0
knee,32,7,122,97,63,12,12,7.0
knee,32,7,122,98,67,12,12,7.0
knee,32,7,122,99,69,14,14,7.0
knee,32,7,122,100,71,14,14,7.0
knee,32,7,123,55,23,4,4,10.0
knee,32,7,123,56,35,8,8,10.0
knee,32,7,123,57,47,10,10,11.0
knee,32,7,123,58,57,12,12,11.0
knee,32,7,123,59,69,14,14,11.0
knee,32,7,123,60,81,16,16,11.0
knee,32,7,123,61,85,18,18,11.0
knee,32,7,123,62,93,18,18,11.0
knee,32,7,123,63,97,18,18,10.0
knee,32,7,123,64,99,20,20,10.0
knee,32,7,123,65,103,20,20,10.0
knee,32,7,123,66,105,20,20,10.0
knee,32,7,123,67,109,20,20,10.0
knee,32,7,123,68,107,22,22,10.0
knee,32,7,123,69,107,22,22,10.0
knee,32,7,123,70,105,22,22,10.0
knee,32,7,123,71,103,20,20,10.0
knee,32,7,123,72,103,20,20,10.0
knee,32,7,123,73,107,20,20,10.0
knee,32,7,123,74,105,20,20,10.0
knee,32,7,123,75,105,20,20,10.0
knee,32,7,123,76,105,20,20,10.0
knee,32,7,123,77,115,20,20,10.0
knee,32,7,123,78,113,22,22,10.0
knee,32,7,123,79,107,22,22,10.0
knee,32,7,123,80,105,22,22,10.0
knee,32,7,123,81,111,20,20,10.0
knee,32,7,123,82,111,22,22,10.0
knee,32,7,123,83,111,22,22,10.0
knee,32,7,123,84,109,22,22,10.0
knee,32,7,123,85,107,22,22,10.0
knee,32,7,123,86,105,22,22,10.0
knee,32,7,123,87,105,20,20,10.0
knee,32,7,123,88,103,20,20,10.0
knee,32,7,123,89,107,20,20,10.0
knee,32,7,123,90,109,22,22,10.0
knee,32,7,123,91,109,22,22,10.0
knee,32,7,123,92,107,22,22,10.0
knee,32,7,123,93,109,22,22,10.0
knee,32,7,123,94,111,20,20,10.0
knee,32,7,123,95,109,22,22,10.0
knee,32,7,123,96,107,22,22,10.0
knee,32,7,123,97,107,20,20,10.0
knee,32,7,123,98,105,22,22,10.0
knee,32,7,123,99,109,20,20,10.0
knee,32,7,123,100,103,20,20,10.0
knee,32,7,124,55,13,2,2,9.0
knee,32,7,124,56,27,4,4,9.0
knee,32,7,124,57,39,8,8,9.0
knee,32,7,124,58,47,10,10,9.0
knee,32,7,124,59,57,10,10,9.0
knee,32,7,124,60,63,12,12,9.0
knee,32,7,124,61,63,12,12,9.0
knee,32,7,124,62,73,14,14,9.0
knee,32,7,124,63,79,16,16,9.0
knee,32,7,124,64,81,16,16,9.0
knee,32,7,124,65,81,16,16,9.0
knee,32,7,124,66,81,16,16,9.0
knee,32,7,124,67,85,16,16,9.0
knee,32,7,124,68,85,16,16,9.0
knee,32,7,124,69,83,16,16,9.0
knee,32,7,124,70,81,16,16,9.0
knee,32,7,124,71,87,16,16,9.0
knee,32,7,124,72,85,18,18,9.0
knee,32,7,124,73,83,16,16,9.0
knee,32,7,124,74,85,16,16,9.0
knee,32,7,124,75,87,18,18,9.0
knee,32,7,124,76,87,18,18,9.0
knee,32,7,124,77,89,18,18,9.0
knee,32,7,124,78,93,18,18,9.0
knee,32,7,124,79,91,18,18,9.0
knee,32,7,124,80,93,18,18,9.0
knee,32,7,124,81,89,18,18,9.0
knee,32,7,124,82,87,18,18,9.0
knee,32,7,124,83,89,18,18,9.0
knee,32,7,124,84,87,18,18,9.0
knee,32,7,124,85,87,18,18,9.0
knee,32,7,124,86,87,18,18,9.0
knee,32,7,124,87,87,18,18,9.0
knee,32,7,124,88,85,16,16,9.0
knee,32,7,124,89,83,16,16,8.0
knee,32,7,124,90,81,16,16,8.0
knee,32,7,124,91,81,16,16,8.0
knee,32,7,124,92,79,16,16,8.0
knee,32,7,124,93,85,16,16,8.0
knee,32,7,124,94,87,16,16,8.0
knee,32,7,124,95,85,16,16,8.0
knee,32,7,124,96,83,16,16,8.0
knee,32,7,124,97,83,16,16,8.0
knee,32,7,124,98,83,16,16,8.0
knee,32,7,124,99,87,16,16,8.0
knee,32,7,124,100,91,16,16,8.0
knee,32,7,125,55,7,2,2,3.0
knee,32,7,125,56,11,2,2,3.0
knee,32,7,125,57,13,2,2,3.0
knee,32,7,125,58,15,2,2,3.0
knee,32,7,125,59,19,2,2,3.0
knee,32,7,125,60,19,4,4,3.0
knee,32,7,125,61,21,4,4,3.0
knee,32,7,125,62,21,4,4,3.0
knee,32,7,125,63,23,4,4,3.0
knee,32,7,125,64,25,4,4,3.0
knee,32,7,125,65,27,6,6,3.0
knee,32,7,125,66,27,6,6,3.0
knee,32,7,125,67,29,6,6,3.0
knee,32,7,125,68,29,6,6,3.0
knee,32,7,125,69,29,6,6,3.0
knee,32,7,125,70,29,6,6,3.0
knee,32,7,125,71,29,6,6,3.0
knee,32,7,125,72,31,6,6,3.0
knee,32,7,125,73,31,6,6,3.0
knee,32,7,125,74,29,6,6,3.0
knee,32,7,125,75,29,6,6,3.0
knee,32,7,125,76,27,6,6,3.0
knee,32,7,125,77,29,6,6,3.0
knee,32,7,125,78,29,6,6,3.0
knee,32,7,125,79,29,6,6,3.0
knee,32,7,125,80,29,6,6,3.0
knee,32,7,125,81,27,6,6,3.0
knee,32,7,125,82,27,6,6,3.0
knee,32,7,125,83,27,6,6,3.0
knee,32,7,125,84,27,6,6,3.0
knee,32,7,125,85,25,6,6,3.0
knee,32,7,125,86,25,4,4,3.0
knee,32,7,125,87,25,6,6,3.0
knee,32,7,125,88,25,6,6,3.0
knee,32,7,125,89,25,4,4,3.0
knee,32,7,125,90,27,6,6,3.0
knee,32,7,125,91,27,6,6,3.0
knee,32,7,125,92,27,6,6,3.0
knee,32,7,125,93,33,6,6,3.0
knee,32,7,125,94,31,6,6,3.0
knee,32,7,125,95,29,6,6,3.0
knee,32,7,125,96,31,6,6,3.0
knee,32,7,125,97,31,6,6,3.0
knee,32,7,125,98,31,6,6,3.0
knee,32,7,125,99,33,6,6,3.0
knee,32,7,125,100,33,6,6,3.0
knee,32,7,126,55,7,2,2,3.0
knee,32,7,126,56,11,2,2,3.0
knee,32,7,126,57,13,2,2,3.0
knee,32,7,126,58,15,4,4,3.0
knee,32,7,126,59,15,4,4,3.0
knee,32,7,126,60,15,2,2,3.0
knee,32,7,126,61,19,4,4,3.0
knee,32,7,126,62,21,4,4,3.0
knee,32,7,126,63,23,4,4,3.0
knee,32,7,126,64,23,4,4,3.0
knee,32,7,126,65,25,4,4,3.0
